video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
ZJ_Tn43hMi0,【 Apex 】だらPE【 レイド3、ゴリラ３ 】,2020-12-31,22522,6h 15m 22s,18199,3039,0.8080543468608472,2110,79,194,245,316,88,7
vUSgEI_9Ov0,【 Apex等 】色々やる【 など】,2020-12-29,37778,10h 29m 38s,32298,5546,0.8549420297527661,4084,129,300,361,513,144,15
QUoRLYKboaI,【 Apex 】らんくいくぞ【 かなえらる３ 】,2020-12-29,12640,3h 30m 40s,9897,2248,0.7829905063291139,1414,66,199,206,279,78,6
YcQBilcw2n8,【ROCKET LEAGUE】ロケットリーグ【葛葉＆叶＆ほんひま＆ぷてい3＆ふわっち＆イブラヒム】,2020-12-28,5745,1h 35m 45s,18235,2637,3.174064403829417,1571,75,231,264,376,111,9
DHTQ3cMPoRg,【 Apex 】CRCUP本番【 #DIDWIN 】,2020-12-28,39,0h 0m 39s,3,3,0.07692307692307693,2,0,0,1,0,0,0
SGB3XyWyLC0,【 Apex 】CRCUP本番【 #DIDWIN 】,2020-12-27,10447,2h 54m 7s,20903,3938,2.000861491337226,2595,112,314,350,440,121,6
o2JDFRGpi4U,【 Apex 】カスタム最終日【 らる３かなえ alelu3 】,2020-12-26,13296,3h 41m 36s,17075,3104,1.2842208182912154,1967,90,253,289,400,100,5
eV4HdmgzMAI,【 マリオカート8 】kakatte_koi_king【 #マリカにじさんじ杯 】,2020-12-26,1519,0h 25m 19s,5233,2166,3.445029624753127,1038,96,257,267,396,102,10
uQM6mA2o5O8,【 マリオカート8 】大丈夫、僕さいｋ【 #マリカにじさんじ杯 】,2020-12-26,1249,0h 20m 49s,5593,2356,4.477982385908727,1056,102,320,317,424,125,12
-H0ejGylMU0,【 マリオカート8 】追い込み漁【 まりか 】,2020-12-26,24902,6h 55m 2s,21863,3933,0.8779616095092764,2938,90,212,236,353,98,6
yW6aJIF4gtQ,【 Apex 】CRカップ練習会5【 らる3かなえ、Alelu3 】,2020-12-25,10938,3h 2m 18s,11098,2274,1.014627902724447,1352,72,210,263,294,78,5
ERNYNQ_8icE,【 Apex 】CRカップ練習会3【 らる3かなえ、Alelu3 】,2020-12-23,15312,4h 15m 12s,14628,3028,0.9553291536050157,1869,92,239,324,392,107,5
MLNrYiDlIlA,【 Apex 】CRカップ練習会2【 らる3かなえ、Alelu3 】,2020-12-22,21844,6h 4m 4s,26817,3865,1.227659769273027,2517,115,312,352,443,122,4
TE0XynyNZZs,【 Apex 】CRカップ練習会【 alelu3かなえ 】,2020-12-20,38378,10h 39m 38s,27290,4302,0.7110844754807442,3036,104,277,313,443,115,14
MKXhv_j5hxg,【 Apex 】ぷらてぃなから【 らる３かなえ 】,2020-12-18,41485,11h 31m 25s,32343,4525,0.7796311919971074,3207,128,310,316,432,123,9
Y8GUqQ6k7v4,【 マリオカート8 】熊乗り【 マリカ８ 】,2020-12-18,9996,2h 46m 36s,11629,2835,1.1633653461384554,1850,85,212,218,378,86,6
d-a7_GzIvMU,【 Apex 】ラング【 らる３かなえ 】,2020-12-17,17521,4h 52m 1s,13236,2361,0.755436333542606,1422,89,223,176,362,85,4
lms-obneOiQ,【 マリオカート8 】練習8【 マリカ8 】,2020-12-17,7911,2h 11m 51s,13449,3221,1.7000379218809254,2323,80,168,145,396,101,8
b1P7PPilKn0,【 スマブラ 】WOW【 ふわっち、らる３まふまふ３ 】,2020-12-16,6009,1h 40m 9s,12598,2345,2.0965218838409054,1372,82,213,153,416,99,10
zWAQG6YHTxk,【 Apex 】れんじゅうづぁ【 らる３．かなえ 】,2020-12-15,7626,2h 7m 6s,7405,1528,0.9710201940729085,890,69,142,65,318,40,4
-j_EUALmryA,【 ブラサバ 】まったりもっちゃり【 永遠回帰 】,2020-12-13,28663,7h 57m 43s,18586,3292,0.6484317761574154,2308,99,190,95,472,114,14
jPN0uTvNZWQ,【 マリカ8 】エイヒレ【 無免許 】,2020-12-13,6320,1h 45m 20s,17802,3571,2.8167721518987343,2446,95,237,114,577,95,7
zLS23fVEg0s,【 Apex 】さよならptpt【 エーペックス 】,2020-12-10,8530,2h 22m 10s,21480,4269,2.5181711606096133,2830,132,320,78,782,118,9
FsGctdTGZ9w,【 Apex 】新コーチご来店【 らる3かなえ、Alelu3 】,2020-12-07,6428,1h 47m 8s,9710,2160,1.5105787181082764,1253,206,102,47,473,76,3
Cy-lMM-NFOg,【 Apex 】DARADARA【 エーペックス 】,2020-12-07,8632,2h 23m 52s,21342,4244,2.4724281742354033,2968,305,126,61,670,108,6
oJnaSssOplc,【 アモングアス 】#にじさんじAmonGUYs【 Among Us 】,2020-12-05,6806,1h 53m 26s,21500,3617,3.1589773729062594,2449,259,100,71,617,111,10
eszlIY-cPk8,【 雀魂 】初心者脱却【 麻雀 】,2020-12-03,25038,6h 57m 18s,56453,6145,2.2546928668423996,5094,214,78,54,594,99,12
Ecqjf5LSFZw,【 Apex 】盛り方開拓【 ランク 】,2020-12-03,20236,5h 37m 16s,33281,5479,1.6446432101205772,4185,313,117,74,675,104,11
UBgTdZENlxA,【 Apex 】D3マッチョ【 らる３かなえ 】,2020-12-01,26728,7h 25m 28s,19541,3346,0.7311059563005088,2406,246,71,60,493,64,6
