video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
SViYFdC-9Zs,【 雑談 】今年ラストの雑談【甲斐田晴/にじさんじ】,2020-12-29,7801,2h 10m 1s,5807,733,0.7443917446481221,479,64,33,157,0,0,0
wdar1NqBGOw,【 APEX 】ソロ練【にじさんじ/甲斐田晴】,2020-12-29,6725,1h 52m 5s,1302,379,0.19360594795539032,257,25,18,79,0,0,0
1umV2ZK64Jo,【 弾き語り 】今年最後の歌！【甲斐田晴/にじさんじ】,2020-12-28,6271,1h 44m 31s,4706,877,0.7504385265507894,663,59,36,119,0,0,0
aDdLfF9N528,【 ＃マリカにじさんじ杯​ 】本戦 Aリーグ【甲斐田晴/にじさんじ】,2020-12-26,10804,3h 0m 4s,5919,1121,0.5478526471677156,879,52,39,151,0,0,0
mX2weihx0Dk,【 マリオカート 】最終調整【甲斐田晴/にじさんじ】,2020-12-25,5421,1h 30m 21s,1885,375,0.34772182254196643,243,34,18,80,0,0,0
ExbiQ7FIp7c,【 Minecraft 】水族館完成を目指して【甲斐田晴/にじさんじ】,2020-12-25,10790,2h 59m 50s,2921,611,0.2707136237256719,500,23,14,74,0,0,0
fSl6DcaiTVs,【 雑談 】話したいこと喋るだけのやつ【甲斐田晴/にじさんじ】,2020-12-24,7668,2h 7m 48s,5759,910,0.7510432968179447,655,57,46,152,0,0,0
5u7sTZnNIiw,【歌ってみた】「クリスマスソング」/ back number - VΔLZ cover -【甲斐田晴/弦月藤士郎/長尾景/にじさんじ】,2020-12-24,459,0h 7m 39s,1953,778,4.254901960784314,570,35,35,138,0,0,0
KpPx7ZDJ05Y,【 マリオカート 】機体の間隔調整と対人練習【甲斐田晴/にじさんじ】,2020-12-23,5770,1h 36m 10s,2574,398,0.4461005199306759,246,30,27,95,0,0,0
hiYWl_ypL6Q,【 SEKIRO 】バイノーラル隻狼雑談【甲斐田晴/にじさんじ】,2020-12-22,6890,1h 54m 50s,3049,439,0.4425253991291727,270,30,30,109,0,0,0
MScBbF9s6mo,【 マリオカート 】対人の練習するぞ！【甲斐田晴/にじさんじ】,2020-12-21,10530,2h 55m 30s,3278,556,0.31130104463437797,391,33,36,96,0,0,0
j3XT_ft2DWc,【 10万人記念 / #甲斐田100曲耐久 】100曲弾き語り耐久！【甲斐田晴/にじさんじ】,2020-12-20,20820,5h 47m 0s,14030,1719,0.6738712776176753,1384,87,70,178,0,0,0
EGCyKKoWWa8,【 ＃マリカにじさんじ杯​ 】予選Gリーグ！ほな、勝ちます【甲斐田晴/にじさんじ】,2020-12-19,11443,3h 10m 43s,6101,1169,0.5331643799702875,908,51,55,155,0,0,0
WlosfngJ6l4,【 マリオカート8DX 】VΔLZマリオ杯合同練習【甲斐田晴/にじさんじ】,2020-12-18,9761,2h 42m 41s,5711,706,0.5850834955434894,503,42,41,120,0,0,0
SPE4ebT-5So,【 マリオカート 】ハナ・・・お前に会いたいよ・・・【甲斐田晴/にじさんじ】,2020-12-17,14862,4h 7m 42s,6919,744,0.46554972412865026,561,37,34,71,41,0,0
Kta_1B3IIn8,【 マリオカート 】ハナの呼吸【甲斐田晴/にじさんじ】,2020-12-16,9019,2h 30m 19s,4170,623,0.46235724581439186,507,19,24,41,32,0,0
ALIumpT6gqo,【 マリオカート 】みんなとショートカット覚えるぞ！【甲斐田晴/にじさんじ】,2020-12-15,10710,2h 58m 30s,7104,694,0.6633053221288515,525,42,33,26,68,0,0
SjrewsoAsj8,【 マリオカート 】ショートカット学習会【甲斐田晴/にじさんじ】,2020-12-13,8450,2h 20m 50s,7580,879,0.8970414201183432,685,47,37,26,84,0,0
GdUQwyWmn80,【 Minecraft 】熱帯魚投入＆シロクマ設置＆亀の孵化【甲斐田晴/にじさんじ】,2020-12-13,15738,4h 22m 18s,8122,1041,0.516075740246537,872,47,34,26,62,0,0
vDNAuRPuBhg,【 マリオカート 】ヘイリスナー！マリカの勝ち方教えて！【甲斐田晴/にじさんじ】,2020-12-12,11609,3h 13m 29s,11078,937,0.9542596261521233,722,51,44,31,89,0,0
x6jRuqZ6Opw,【 雑談 】最近のあったことのお話とか【甲斐田晴/にじさんじ】,2020-12-11,6900,1h 55m 0s,10603,782,1.5366666666666666,546,58,41,17,120,0,0
lsKhTXhWsrE,【 Minecraft 】水族館の１階完成させるぞ！【甲斐田晴/にじさんじ】,2020-12-10,15634,4h 20m 34s,9682,934,0.6192912882179864,780,39,29,12,74,0,0
DLXDpu8jWJ8,【 #ゲリラ宇宙人狼 】ゲリラコラボ！パッションイズパワー【甲斐田晴/にじさんじ】,2020-12-08,12575,3h 29m 35s,20901,1076,1.6621073558648112,856,48,46,18,108,0,0
L7SdZVfE4ng,【 弾き語り 】アニソン歌いたい気持ち【甲斐田晴/にじさんじ】,2020-12-07,5806,1h 36m 46s,9050,928,1.5587323458491216,728,59,31,14,96,0,0
ekJq8h5Wck0,【 #にじさんじAmonGUYs 】メンズ宇宙人狼！何を言っても疑われそうなのですが？？【甲斐田晴/にじさんじ】,2020-12-05,6837,1h 53m 57s,10558,935,1.5442445517039638,699,59,40,20,117,0,0
2uqzZZ3XQWc,【ピクミン３】オリマー編【甲斐田晴/にじさんじ】,2020-12-04,10486,2h 54m 46s,2500,322,0.2384131222582491,179,34,26,16,67,0,0
GIuv-MflPEw,【 Minecraft 】素材集めながらまったり水族館づくり【甲斐田晴/にじさんじ】,2020-12-04,14805,4h 6m 45s,10174,1160,0.6872002701789935,1015,34,24,13,74,0,0
