video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
DSjZpDKOvjk,【年越し配信】振り返り→ 一緒にゴーン→🍜→YEEEEEAHHH【本間ひまわり/にじさんじ】,2020-12-31,3915,1h 5m 15s,7645,1075,1.9527458492975733,673,22,15,54,121,190,0
NJqW12fpvzY,#4【METALGEARSOLID4】年末の大掃除～雷電くんといっしょ。【本間ひまわり/にじさんじ】,2020-12-30,18849,5h 14m 9s,20459,1619,1.0854156719189347,1370,9,14,33,74,119,0
8X7_1pUYjTI,【ロケットリーグ】車で！？相手の！？ゴールに！？ボールを！？！？！？！？！？！？？！【ひま/叶/葛葉/イブ/不破/プティ】,2020-12-28,5896,1h 38m 16s,4718,419,0.8002035278154681,233,5,3,25,61,92,0
bows_WAc98M,【マリオカート8DX】魔境揃い！～決勝まで【本間ひまわり/にじさんじ】,2020-12-26,18239,5h 3m 59s,19889,2049,1.090465486046384,1591,20,19,87,136,196,0
ocorqa_gxPY,【Xmas】🐔⁺🍰×🎄＝💛【本間ひまわり】,2020-12-24,6558,1h 49m 18s,12600,1667,1.9213174748398902,1225,12,19,68,148,195,0
dxlJcvh0At4,【にじさんじ】カルピス検定by放課後カルピス【#にじさんじ放課後カルピス】,2020-12-22,6631,1h 50m 31s,10454,1407,1.576534459357563,1179,4,5,35,70,114,0
9T0oD0SRzR0,【マリオカート8DX】🔥勝ちも負けも全部本気🔥※時間変更あり【#マリカにじさんじ杯】,2020-12-19,5226,1h 27m 6s,8154,1509,1.5602755453501722,1145,13,15,64,109,163,0
P2vjClLl1WY,【Simeji】世界に一つだけのキーボード【本間ひまわり/ラトナ・プティ/にじさんじ】,2020-12-18,4504,1h 15m 4s,3873,528,0.8599023090586145,353,7,5,24,63,76,0
nFwcfqXLMHY,【#AmongUs】My Name is Werewolf ? 🐶キーッキッキ🐵 【#にじホロ宇宙人狼】,2020-12-16,5851,1h 37m 31s,8266,1094,1.412749957272261,864,6,8,27,91,88,10
QdfoHbcoj64,【マリカ8DX】たいかい的なね？【本間ひまわり/にじさんじ】,2020-12-15,12938,3h 35m 38s,21030,3386,1.6254444272685113,3098,12,11,19,123,101,22
bVhZjdDWjEg,#3【METALGEARSOLID4】HIDEO RADIO . feat HIMAWARI【本間ひまわり/にじさんじ】,2020-12-13,10922,3h 2m 2s,20133,1840,1.843343709943234,1587,14,21,16,97,89,16
tCuuYzj7ZB8,【 #AmongUs 】SHHHHHHHHHHH KI-KIKIKI...???? 🐒【#ゲリラ宇宙人狼】,2020-12-08,12653,3h 30m 53s,12974,837,1.0253694775942463,601,9,15,8,101,84,19
6XtGRgYkxP0,#2【METALGEARSOLID4】月光とカメレオンと時々猿～【本間ひまわり/にじさんじ】,2020-12-06,11819,3h 16m 59s,21093,1973,1.7846687537016668,1724,24,19,9,102,71,24
jqOMzy1AwOk,#1【METALGEARSOLID4】完全初見プレイ。今日からはじまる真実【本間ひまわり/にじさんじ】,2020-12-05,9674,2h 41m 14s,21352,2134,2.2071531941285922,1882,20,21,5,108,76,22
Sem9-v2zAxU,【マリオカ】エイーーーーーーーーーっ【本間ひまわり/にじさんじ】,2020-12-03,9366,2h 36m 6s,8003,1418,0.854473628016229,1215,20,15,7,90,58,13
