video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
iT8-wn-dHMQ,【Layers of Fear】初見ですがやってみます！,2020-12-29,11702,3h 15m 2s,2686,308,0.2295334130917792,308,0,0,0,0,0,0
kaL1WHj6WFE,【マリオカート8DX】成瀬にリベンジします！！,2020-12-27,6927,1h 55m 27s,1774,272,0.25609932149559694,272,0,0,0,0,0,0
HGg8sII9Myc,【マリオカート8DX】やったでおまえら！！！！！！！！,2020-12-26,6164,1h 42m 44s,1921,408,0.31164828033744324,408,0,0,0,0,0,0
xaJnzIFU4FM,【マリオカート8DX】第3回マリオカートにじさんじ杯　準決勝,2020-12-26,1440,0h 24m 0s,534,207,0.37083333333333335,207,0,0,0,0,0,0
k3W5eVoxBgM,【第三回マリカにじさんじ杯】結構練習はした。自信もっていこう。,2020-12-26,2640,0h 44m 0s,1575,455,0.5965909090909091,455,0,0,0,0,0,0
TwI0G2N-iqE,【マリオカート8DX】大会まで時間ない！最終調整だ！,2020-12-26,9920,2h 45m 20s,1537,174,0.15493951612903226,174,0,0,0,0,0,0
H4n0UvmEtsM,【マリオカート8DX】心折れてる場合じゃない！走り続けろ！,2020-12-25,10135,2h 48m 55s,2168,243,0.21391218549580662,243,0,0,0,0,0,0
GH623x-TpOY,【マリオカート8DX】成長期を止めるな,2020-12-24,11576,3h 12m 56s,1659,233,0.14331375259156875,233,0,0,0,0,0,0
vIFC9ZeH6n8,【マリオカート8DX】マリカ成長期突入したかもしれん＠3日目,2020-12-23,12987,3h 36m 27s,3127,394,0.2407792407792408,394,0,0,0,0,0,0
hXDUJvGluJ0,【マリオカート8DX】まったりと深夜に練習するよ,2020-12-22,10256,2h 50m 56s,2273,294,0.22162636505460218,294,0,0,0,0,0,0
CS_a0Y_znvA,【マリオカート8DX】コラボ終わった途端に賢者タイム突入した,2020-12-20,16318,4h 31m 58s,4136,329,0.2534624341218287,329,0,0,0,0,0,0
oX3T3EudHHs,【マリオカート8DX】予選突破できたメンバーでコラボ！,2020-12-20,5901,1h 38m 21s,849,189,0.14387391967463142,189,0,0,0,0,0,0
V_aXxljbjWE,【マリカにじさんじ杯】予選Eグループを勝ち抜け,2020-12-19,4031,1h 7m 11s,1660,426,0.4118084842470851,426,0,0,0,0,0,0
V7s8nzvhlH0,【1年ぶりの女子会開催】女子会・・・？女子・・・？,2020-12-18,5231,1h 27m 11s,664,134,0.12693557637163067,134,0,0,0,0,0,0
yH13nrOUIBw,【マリオカート8デラックス】5万人耐久配信になりそうな予感しない？,2020-12-14,5715,1h 35m 15s,1537,380,0.2689413823272091,380,0,0,0,0,0,0
GPS_ypegcMw,【マリオカート8デラックス】おい春崎！免許取った時を思い出せ！！！,2020-12-12,13866,3h 51m 6s,1591,251,0.11474109332179432,251,0,0,0,0,0,0
2Fyzh2CLrxU,【APEX】まだ二人で一回もチャンピオン獲ったことないよな,2020-12-01,8129,2h 15m 29s,690,97,0.08488128921146512,97,0,0,0,0,0,0
