video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
ufGczUMJB9c,【雑談】来年もいいことあるよね【北小路ヒスイ/にじさんじ】,2020-12-31,9692,2h 41m 32s,4118,682,0.4248865043334709,407,51,57,167,0,0,0
8PYGpsJLlww,【アンリアルライフ】私ってなんなんだろう【にじさんじ/北小路ヒスイ】,2020-12-29,11983,3h 19m 43s,4515,312,0.37678377701744137,156,23,133,0,0,0,0
fG21NjpuCiY,【ポケモンXD 闇の旋風ダークルギア】やったー！続きだ！【にじさんじ/北小路ヒスイ】,2020-12-29,8100,2h 15m 0s,2705,478,0.3339506172839506,346,23,109,0,0,0,0
sssZdw3Jmdc,【APEX】起きたので今日の予定を立てよう【にじさんじ/北小路ヒスイ】,2020-12-29,12034,3h 20m 34s,2623,355,0.2179657636696028,219,19,117,0,0,0,0
mFFMuekOJ68,【マリオカート8DX】#マリカにじさんじ杯　Bグループ本戦【北小路ヒスイ/にじさんじ】,2020-12-26,2950,0h 49m 10s,1825,516,0.6186440677966102,327,25,164,0,0,0,0
3f9eoTcaNLc,【歌枠】限界を超えた【北小路ヒスイ/にじさんじ】,2020-12-26,5971,1h 39m 31s,1559,341,0.2610952939206163,226,15,100,0,0,0,0
oWip1oI6G0A,はじめて一緒に過ごすクリスマス【北小路ヒスイ/にじさんじ】,2020-12-25,6638,1h 50m 38s,3425,587,0.5159686652606207,380,33,174,0,0,0,0
1bUP1_3QfUg,【歌枠】クリスマスってなんだ【北小路ヒスイ/にじさんじ】,2020-12-22,4383,1h 13m 3s,1800,529,0.4106776180698152,370,30,129,0,0,0,0
_jFuSylK6vM,【マリオカート8DX】#マリカにじさんじ杯　Gグループ予選【北小路ヒスイ/にじさんじ】,2020-12-19,7016,1h 56m 56s,3702,857,0.5276510832383124,613,36,208,0,0,0,0
fUVveoppT_4,【マリオカート８デラックス】リベンジマッチ　ぼこす【北小路ヒスイ/にじさんじ】,2020-12-19,5796,1h 36m 36s,1606,299,0.27708764665286406,181,16,102,0,0,0,0
O3CojrqqDyg,【マリオカート８デラックス】レート４000耐久ってまじ？（編集済）【北小路ヒスイ/にじさんじ】,2020-12-17,35550,9h 52m 30s,8677,946,0.2440787623066104,698,39,209,0,0,0,0
0WcB6cB8yPw,【マリオカート８デラックス】炎の特訓じゃい！（かわいらしく）【北小路ヒスイ/にじさんじ】,2020-12-14,11085,3h 4m 45s,9427,1210,0.8504285069914299,953,39,218,0,0,0,0
2GYelKU8jjA,【10万人耐久マリカ】ちゃんとした耐久初めてじゃね？【北小路ヒスイ/にじさんじ】,2020-12-11,11491,3h 11m 31s,13078,1093,1.1381080845879383,787,34,272,0,0,0,0
qMkO616u7ec,【マリオカート８デラックス】リスナーに揉まれる【北小路ヒスイ/にじさんじ】,2020-12-11,7549,2h 5m 49s,4912,607,0.6506822095641807,457,22,128,0,0,0,0
CAi7rJcXw0E,【オリジナルMV】ヒスイ色のミライ【北小路ヒスイ/にじさんじ】,2020-12-09,334,0h 5m 34s,810,295,2.4251497005988023,126,14,155,0,0,0,0
tLLoEZ3aEMs,【雑談】いまおきました【北小路ヒスイ/にじさんじ】,2020-12-08,4412,1h 13m 32s,4810,547,1.0902085222121487,395,18,134,0,0,0,0
tdxo1bcPoGc,【マイクラ腕試し】副音声配信　一人で勝手に実況＆解説する人【にじさんじ/北小路ヒスイ】,2020-12-06,14711,4h 5m 11s,6644,540,0.4516348310787846,397,21,122,0,0,0,0
mNKpofSxhjU,【マイクラ腕試し】一人で勝手に実況＆解説する人【にじさんじ/北小路ヒスイ】,2020-12-05,8897,2h 28m 17s,5854,511,0.6579745981791615,335,26,150,0,0,0,0
IjyzrYpc0vM,【雑談】歌がたくさんあがった【北小路ヒスイ/にじさんじ】,2020-12-03,5624,1h 33m 44s,4809,432,0.8550853485064012,252,29,151,0,0,0,0
zgqG7Vmv9Ek,【歌ってみた】甲賀忍法帖【Covered by BOOGEY VOXX＆北小路ヒスイ /にじさんじ】,2020-12-03,363,0h 6m 3s,812,275,2.236914600550964,146,20,109,0,0,0,0
ooWTrkLAz6k,【歌ってみた】シャルル【Covered by 北小路ヒスイ /にじさんじ】,2020-12-02,349,0h 5m 49s,727,275,2.0830945558739256,133,30,112,0,0,0,0
g6aYwDsen8Y,【雑談】あさですね【北小路ヒスイ/にじさんじ】,2020-12-02,7264,2h 1m 4s,6188,725,0.8518722466960352,574,37,114,0,0,0,0
jxVTJzxQ9kM,【雑談】強化月間スタート！……あれっ？【北小路ヒスイ/にじさんじ】,2020-12-01,7536,2h 5m 36s,12476,833,1.65552016985138,532,72,229,0,0,0,0
