video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
KJpqX4lm3Gg,【最終回　桃太郎電鉄 〜昭和 平成 令和も定番!〜 】100年間の戦いスタート【夜見れな／にじさんじ】,2020-12-31,24248,6h 44m 8s,18659,2148,0.7695067634444078,1888,27,8,75,82,68,0
HYoMNauJZNA,【Detroit:Become Human 】＃０５　私が選ぶ道【夜見れな／にじさんじ】,2020-12-30,6490,1h 48m 10s,4369,455,0.6731895223420648,325,11,4,36,47,32,0
u8WCFhRMlmo,【#１４ パワプロ2020栄冠ナイン 】野球部つくりました。【夜見れな／にじさんじ】,2020-12-30,25505,7h 5m 5s,14364,1094,0.5631836894726524,922,12,10,50,56,44,0
Cwo5qsGOhtM,【 void tRrLM(); //ボイド・テラリウム】お世話してあげる【夜見れな/にじさんじ】,2020-12-30,19597,5h 26m 37s,4540,515,0.23166811246619382,350,15,9,50,49,42,0
mM50ToDp3rs,【 minecraft 】鳩時計の建築を進めるよ　沢山する予定【夜見れな/にじさんじ】,2020-12-28,37789,10h 29m 49s,13219,1438,0.349810791500172,1157,23,15,67,111,65,0
PDS1zC5W8bY,【Among】#ごちゃまぜあもんがす　夜見視点【夜見れな／にじさんじ】,2020-12-28,7641,2h 7m 21s,4859,625,0.6359115299044628,451,14,5,42,62,51,0
dksBOm2oIIg,【APEX】しぃぇあ～るなんよ：CRカップ　大会当日　夜見視点+練習【夜見れな／椎名唯華／フランシスコ／にじさんじ】,2020-12-27,12528,3h 28m 48s,3454,404,0.2757024265644955,242,11,6,50,52,43,0
28A2yF8dEEM,【APEX】しぃぇあ～るなんよ：CRカップ　大会当日　夜見視点+練習【夜見れな／椎名唯華／フランシスコ／にじさんじ】,2020-12-27,16101,4h 28m 21s,4858,833,0.30172039003788587,638,13,9,50,69,54,0
KfTgJ079u4I,【APEX】しぃぇあ～るなんよ【夜見れな／椎名唯華／フランシスコ／にじさんじ】,2020-12-26,28991,8h 3m 11s,4727,403,0.16305060191093787,252,12,9,37,51,42,0
1q2dXoZo-4s,【トイレの花子さん 】続き　ホラーだね夜だよ【夜見れな／にじさんじ】,2020-12-26,2638,0h 43m 58s,1356,226,0.5140257771038665,127,9,5,31,27,27,0
lGZ7OCIStvc,【ネコトモ】猫飼うよ。クリスマスもあったかいね【夜見れな／にじさんじ】,2020-12-25,14861,4h 7m 41s,8006,1086,0.5387255231814817,907,11,6,63,53,46,0
90OaL5Z9BsY,【雑談】一緒にお悩み相談聴いてくれる予定のぬいぐるみが使えなくなったけど1人で相談聴く【夜見れな／にじさんじ】,2020-12-25,7919,2h 11m 59s,5411,539,0.6832933451193333,319,15,9,74,67,55,0
81Hy9prXXrQ,【APEX】しぃぇあ～るなんよ【夜見れな／椎名唯華／フランシスコ／にじさんじ】,2020-12-24,9541,2h 39m 1s,2530,424,0.2651713656849387,295,7,6,38,43,35,0
RppGsBFyLr4,【天穂のサクナヒメ】＃０6　ストーリーが沢山！！【夜見れな／にじさんじ】,2020-12-24,19019,5h 16m 59s,5104,546,0.2683632157316368,405,12,5,44,48,32,0
Al5j1wzZA8w,【APEX】お散歩APEX【夜見れな／にじさんじ】,2020-12-23,15016,4h 10m 16s,4103,577,0.27324187533297817,435,9,7,49,50,27,0
