video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
ZWfLQhrESww,【2020年ありがとう】色々あった1年間みんなありがとう【にじさんじ/小野町春香】,2020-12-31,6246,1h 44m 6s,906,143,0.14505283381364073,111,5,2,8,2,15,0
FXc4g-r0Bu4,【マイクラ】2020年♨片付け出来ない系女子高生によるマイクラ大掃除【にじさんじ/小野町春香】,2020-12-31,14418,4h 0m 18s,1547,201,0.10729643501179081,173,9,2,7,3,7,0
wryKxeqF_Eg,【ASMR/Binaural/黒3dio】2020年の心の疲れを癒す耳つぼマッサージ♨Whisper/Ear pot/Tapping/Massage【にじさんじ/小野町春香】,2020-12-31,5445,1h 30m 45s,239,59,0.04389348025711662,40,3,1,4,2,9,0
3uxYyUdsVII,【Detroit: Become Human】#4♨世界0％のイベントを見届けた選択の未来を見届けたい【にじさんじ/小野町春香】,2020-12-29,22051,6h 7m 31s,5933,421,0.26905809260351005,388,7,3,7,4,12,0
mRScWjsqhwg,【英語勉強/English study】#3♨英語覚えたい！I want to learn English and talk to many people【にじさんじ/小野町春香】,2020-12-29,3820,1h 3m 40s,794,131,0.20785340314136125,121,2,3,2,0,3,0
M-I2SRfSMpY,【マイクラ/のりプロ鯖】♨初コラボ🐰✍和風建築でドキドキ対話♡【小野町春香/姫咲ゆずる】,2020-12-28,9626,2h 40m 26s,456,65,0.04737170164138791,42,4,1,5,3,10,0
iNJ8pI30_y8,【桃太郎電鉄】若女将VSゆがみんVSバブ女将VS視聴者さま～金持ちになりたい～【にじさんじ/小野町春香】,2020-12-28,10945,3h 2m 25s,1982,206,0.18108725445408863,180,7,3,4,4,8,0
EbXo-WQzWfk,【ASMR/Binaural/黒3dio】年末の疲れた心に♡たっぷり耳つぼマッサージ♨Whisper/Ear pot/Tapping/Massage【にじさんじ/小野町春香】,2020-12-28,3646,1h 0m 46s,230,73,0.06308283049917718,56,4,0,5,2,6,0
lK_8A-h3dj0,【Detroit: Become Human】#3♨私の選択で運命が変わる【にじさんじ/小野町春香】,2020-12-27,15717,4h 21m 57s,3410,268,0.21696252465483234,237,8,1,7,4,11,0
7GXPoT_869U,【Detroit: Become Human】#2♨私の選択で運命が変わる【にじさんじ/小野町春香】,2020-12-25,14219,3h 56m 59s,2063,163,0.1450875589000633,146,2,0,6,2,7,0
UiRBodSOpDU,【Detroit: Become Human】#1♨私の選択で運命が変わる【にじさんじ/小野町春香】,2020-12-25,3264,0h 54m 24s,595,111,0.18229166666666666,97,1,0,3,2,8,0
4XBqdelI8oI,【クリスマス/雑談】2020年も小野町旅館でクリスマスパーティーをしよう【にじさんじ/小野町春香】,2020-12-25,7627,2h 7m 7s,1058,140,0.13871771338665267,105,6,0,9,6,14,0
9paocL4EivI,【マイクラ/ASMR】囁き+ゲーム音+BGM無し+タイピング音=癒しの旅々【にじさんじ/小野町春香】,2020-12-24,7825,2h 10m 25s,710,107,0.09073482428115016,90,3,0,1,3,10,0
s-MLnfpq9yw,【雑談】今週の若女将の雑談はこの3本でお送りします（サムネ見てね）【にじさんじ/小野町春香】,2020-12-21,2618,0h 43m 38s,223,61,0.08517952635599695,43,5,0,4,3,6,0
WE5-NYjv370,【カリンバ/Binaural/弾いてみた】「君をのせて」弾いてみた♨睡眠.作業用優しい音色で心を癒す【にじさんじ/小野町春香】,2020-12-20,3646,1h 0m 46s,173,64,0.04744925946242457,41,6,0,5,2,10,0
z9CPhRMTmJ0,【マリオカート8DX】#マリカにじさんじ杯 予選Cグループで1番目立つのは私！私！私！【にじさんじ/小野町春香】,2020-12-19,3335,0h 55m 35s,793,178,0.23778110944527736,143,7,0,8,7,13,0
eXVcpViKir4,【マリカ8DX】視聴者参加♨マリカ杯特訓！Cグループ鬼門【にじさんじ/小野町春香】,2020-12-18,9678,2h 41m 18s,1003,176,0.10363711510642695,148,5,1,7,6,9,0
iHLKRJhxnJA,【英語勉強/English study】#2♨英語覚えたい！I want to learn English and talk to many people【にじさんじ/小野町春香】,2020-12-15,3530,0h 58m 50s,663,125,0.1878186968838527,108,4,1,2,5,5,0
PQOafcShBhY,【雑談】今週の若女将の雑談はこの3本でお送りします（サムネ見てね）【にじさんじ/小野町春香】,2020-12-14,3959,1h 5m 59s,438,112,0.11063399848446577,97,4,1,1,5,4,0
7NXc7d--wo4,【ASMR/Binaural/黒3dio】眠れない夜に安眠♡耳かきと耳つぼマッサージとオイルマッサージ♨Ear pot/oil massage/Ear cleaning【にじさんじ/小野町春香】,2020-12-13,4424,1h 13m 44s,314,94,0.07097649186256781,70,4,0,1,8,11,0
-4YqhieY85g,【歌練習】もののけ姫しか歌わない歌配信【にじさんじ/小野町春香】,2020-12-13,20937,5h 48m 57s,3002,319,0.14338252853799494,282,4,2,4,12,15,0
hmv1JVMqfZ0,【マイクラ】女子高生のピクニックはエンダーアイでエンドポータル探し⁉【にじさんじ/小野町春香/#空星きらめ/#きらきら温泉】,2020-12-10,14035,3h 53m 55s,1698,166,0.12098325614535091,143,3,0,2,11,7,0
