video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
JSooG5_vC2U,【雑談】1年間ありがとう【にじさんじ】,2020-12-31,3467,0h 57m 47s,6737,1347,1.9431785405249495,1347,0,0,0,0,0,0
-9SNuuqdnBU,【ロケットリーグ】あの伝説のゲームをみんなで遊ぶぞ！！【にじさんじ】,2020-12-28,5973,1h 39m 33s,7684,843,1.286455717394944,843,0,0,0,0,0,0
8eUK7LUEeyQ,【APEX】CRカップ本番！！『今夜は寝かせない』WIN【にじさんじ】,2020-12-27,11412,3h 10m 12s,9465,1035,0.8293901156677181,1035,0,0,0,0,0,0
tuTlslCQaHA,【マリオカート8DX】#マリカにじさんじ杯 準決勝and決勝戦【にじさんじ】,2020-12-26,10864,3h 1m 4s,15463,2545,1.4233247422680413,2545,0,0,0,0,0,0
IoBK405e9DE,【マリオカート8DX】#マリカにじさんじ杯 本戦【にじさんじ】,2020-12-26,4237,1h 10m 37s,6932,1683,1.6360632523011565,1683,0,0,0,0,0,0
CoMmE7pQNiU,【マリオカート8DX】深夜の追い込み【にじさんじ】,2020-12-26,26381,7h 19m 41s,16017,1892,0.6071415033546871,1892,0,0,0,0,0,0
Ylcr5AwfQVo,【APEX】CRカスタム練6日目：即席最強メン【にじさんじ】,2020-12-25,9326,2h 35m 26s,5522,747,0.5921080849238688,747,0,0,0,0,0,0
3KvtcHI4Yyw,【マリオカート8DX】クリスマスといえばホシミナイト【にじさんじ】,2020-12-25,8039,2h 13m 59s,7949,1476,0.9888045776837915,1476,0,0,0,0,0,0
E-Q7mxfaiNU,【APEX】CRカスタム練5日目：そんなｹﾝﾁで大丈夫か？【にじさんじ】,2020-12-23,15252,4h 14m 12s,10728,1135,0.7033831628638867,1135,0,0,0,0,0,0
HxtswLNGzgo,【APEX】CRカスタム練4日目：やろうか！！みんな！！【にじさんじ】,2020-12-22,13814,3h 50m 14s,7508,1010,0.5435065875199073,1010,0,0,0,0,0,0
uvbHbzy7TCc,【マリオカート8DX】タイムアタックル【にじさんじ】,2020-12-22,17945,4h 59m 5s,18157,2443,1.0118138757314015,2443,0,0,0,0,0,0
Yo05Ga81-T0,【APEX】CRカスタム練3日目：死んだ後に喋んな【にじさんじ】,2020-12-21,15090,4h 11m 30s,8190,889,0.5427435387673957,889,0,0,0,0,0,0
