video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
6KcbjHRqgKY,【サイバーパンク2077】#04 ほぼ笑い男│- Cyberpunk 2077 - 【神田笑一/にじさんじ 】,2020-12-28,8809,2h 26m 49s,1145,159,0.12998070155522762,109,4,3,10,33,0,0
1xu7znuLXsM,【原神】この時期に登山は滑るッ！│- Genshin Impact - 【神田笑一/にじさんじ 】,2020-12-27,7530,2h 5m 30s,1501,265,0.19933598937583002,222,5,1,5,32,0,0
kf9UCH8yGoA,【SHT同時視聴】仮面ライダーセイバー＆キラメイジャー同時視聴！【神田笑一/にじさんじ】,2020-12-27,3816,1h 3m 36s,1383,197,0.36242138364779874,169,3,0,3,22,0,0
Xw-wKn9RV9k,【#マリカにじさんじ杯】Bリーグ1位の男の配信です。たっぷり。【マリオカート8DX/神田笑一】,2020-12-26,6549,1h 49m 9s,2549,424,0.38921972820277906,310,7,5,19,83,0,0
PcXo-bofhVo,【#マリカにじさんじ杯】魔境でこの先生きのこるには【マリオカート8DX/神田笑一】,2020-12-26,3520,0h 58m 40s,1527,350,0.43380681818181815,263,7,3,13,64,0,0
ha0OFpu-uLw,【マリオカート8DX】口の中が朝8時30分の山手線【神田笑一/にじさんじ 】,2020-12-25,3581,0h 59m 41s,1582,233,0.4417760402122312,157,5,3,16,52,0,0
bUfudGBjPt0,【サイバーパンク2077】#03 実質マリカだし実質サンタ│- Cyberpunk 2077 - 【神田笑一/にじさんじ 】,2020-12-24,9400,2h 36m 40s,970,138,0.10319148936170212,93,2,2,5,36,0,0
cyX7vEw_g0w,【落語】サクッと楽しむ落語解説シリーズ ~その7~【神田笑一/にじさんじ 】,2020-12-23,2075,0h 34m 35s,758,171,0.3653012048192771,118,5,2,7,39,0,0
Eqg4g7YO2vw,【マリオカート8DX】武者修行編【神田笑一/にじさんじ 】,2020-12-22,7534,2h 5m 34s,1842,301,0.24449163790814973,224,5,2,15,55,0,0
2jXrT0RPGLw,【サイバーパンク2077】#02 会社クビ男│- Cyberpunk 2077 - 【神田笑一/にじさんじ 】,2020-12-22,7238,2h 0m 38s,892,204,0.12323846366399557,165,3,1,7,28,0,0
3t01x4XH84c,【サイバーパンク2077】#01 社畜が出てコロス！│- Cyberpunk 2077 - 【神田笑一/にじさんじ 】,2020-12-20,7543,2h 5m 43s,1586,244,0.21026116929603605,184,2,1,11,46,0,0
zmrtc-UqwOg,【アストロシティミニ】アーケードゲームの変革、再び！│- ASTRO CITY - 【神田笑一/にじさんじ 】,2020-12-20,9379,2h 36m 19s,2068,277,0.2204925898283399,216,3,3,10,45,0,0
96De91bOsIk,【SHT同時視聴】仮面ライダーセイバー＆キラメイジャー同時視聴！【神田笑一/にじさんじ】,2020-12-20,3841,1h 4m 1s,1529,209,0.39807341838063004,180,3,2,5,19,0,0
bJHHfNkoFVc,【落語】サクッと楽しむ落語解説シリーズ ~その6~【神田笑一/にじさんじ 】,2020-12-16,1662,0h 27m 42s,1389,265,0.8357400722021661,201,6,2,7,33,16,0
2M3hh9z1EHA,【原神】デイリーとマルチプレイ！│- Genshin Impact - 【神田笑一/にじさんじ 】,2020-12-13,1694,0h 28m 14s,394,107,0.23258559622195984,79,2,0,1,19,6,0
rWxqqlQ3H8U,【SHT同時視聴】仮面ライダーセイバー＆キラメイジャー同時視聴！【神田笑一/にじさんじ】,2020-12-13,3842,1h 4m 2s,2485,225,0.6467985424258199,192,4,0,1,20,8,0
WbrqJ5NGYlE,【FF14】FF14×ニーアオートマタコラボのレイドに挑む！ 【神田笑一/にじさんじ 】,2020-12-12,8485,2h 21m 25s,1111,158,0.13093694755450797,113,1,0,4,26,14,0
taTSekb9xck,【FF14】メインすすめれ！ 【神田笑一/にじさんじ 】,2020-12-12,16307,4h 31m 47s,1891,204,0.11596247010486294,154,2,0,1,33,14,0
x0BDEIfpJXg,【FF14】いくぞ、5.4へ！ 【神田笑一/にじさんじ 】,2020-12-10,11055,3h 4m 15s,1548,172,0.1400271370420624,134,4,0,3,19,12,0
IVXd5OoDUDg,【FF14】浦島太郎、FFに帰るの巻 【神田笑一/にじさんじ 】,2020-12-09,18355,5h 5m 55s,3178,335,0.17314083356033777,273,3,4,4,29,22,0
jqPPF_YB160,【落語】サクッと楽しむ落語解説シリーズ ~その5~【神田笑一/にじさんじ 】,2020-12-09,1625,0h 27m 5s,1417,312,0.872,239,9,2,2,33,27,0
LzCsiYGx5D8,【#神田15万人壁耐久】起きました、14時までは続きます【神田笑一/にじさんじ】,2020-12-08,43260,12h 1m 0s,18142,1546,0.4193712436430883,1373,17,7,9,92,48,0
dNDjCyxGSk8,【#神田15万人壁耐久】ご飯食べるし風呂入るしトイレにも行くし寝る。 【神田笑一/にじさんじ 】,2020-12-07,36889,10h 14m 49s,19059,1932,0.5166580823551736,1730,16,7,12,106,61,0
x030yEqMhDE,【SHT同時視聴】仮面ライダーセイバー＆キラメイジャー同時視聴！【神田笑一/にじさんじ】,2020-12-06,4194,1h 9m 54s,2762,226,0.6585598474010491,194,3,1,0,18,10,0
z3HEpWwiwgU,【原神】デイリーと天賦素材と聖遺物│- Genshin Impact - 【神田笑一/にじさんじ 】,2020-12-05,9014,2h 30m 14s,2297,284,0.2548258264921234,242,1,1,1,20,19,0
eaYaTmJuslA,【原神】鍾離先生絶対引くマンだッ!!!!│- Genshin Impact - 【神田笑一/にじさんじ 】,2020-12-02,4399,1h 13m 19s,3769,455,0.8567856330984315,380,7,0,5,39,24,0
swB4HKdoOOI,【落語】サクッと楽しむ落語解説シリーズ ~その4~【神田笑一/にじさんじ 】,2020-12-02,2056,0h 34m 16s,2494,473,1.2130350194552528,401,5,1,4,37,25,0
