video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
tgPjz4yA4Bw,【#にじさんじ煩悩】除夜の鐘でみんなの煩悩108個をはらう【にじさんじ/リゼ・ヘルエスタ】,2020-12-31,11316,3h 8m 36s,26775,4576,2.366118769883351,3780,81,58,114,303,240,0
mZme5kmZ7LE,【#有馬記念】最低掛け金10万円の闇のゲーム開幕【にじさんじ/リゼ・ヘルエスタ】,2020-12-27,2429,0h 40m 29s,5615,1605,2.311650885137917,1074,42,44,74,201,170,0
MymTLmGWREQ,【マリオカート8DX】第３回マリカにじさんじ杯 本戦Dリーグ【にじさんじ/リゼ・ヘルエスタ】,2020-12-26,5583,1h 33m 3s,11498,2074,2.0594662367902563,1292,78,52,110,308,234,0
wH0R3Ii9Iyw,【マリオカート8DX】視聴者参加型！メリークリスマスぶつかり稽古！！【にじさんじ/リゼ・ヘルエスタ】,2020-12-25,3458,0h 57m 38s,4703,988,1.3600347021399652,557,32,43,58,160,138,0
CxVSjWIzJ90,【マリオカート8DX】クリスマス中止！？聖夜の猛特訓だ！【にじさんじ/リゼ・ヘルエスタ/フレン・E・ルスタリオ】,2020-12-24,5221,1h 27m 1s,9912,1853,1.8984868799080636,1275,40,51,73,234,180,0
Ed_im3cvCCk,【マリオカート8DX】本選に向けて猛特訓！コース練習！！【にじさんじ/リゼ・ヘルエスタ】,2020-12-23,6728,1h 52m 8s,8645,1416,1.2849286563614744,905,40,38,71,193,169,0
SoMM41baLI0,【マリオカート8DX】第３回マリカにじさんじ杯 予選Aリーグ【にじさんじ/リゼ・ヘルエスタ】,2020-12-19,3696,1h 1m 36s,8433,1769,2.281655844155844,1123,58,49,88,243,208,0
-Q0IHGBYsWk,【ダービースタリオン】最強の競走馬で有馬記念も制す【にじさんじ/リゼ・ヘルエスタ】,2020-12-18,13849,3h 50m 49s,25529,2348,1.8433821936601922,1691,87,46,90,229,205,0
EUAFcsetI2g,【マリオカート8DX】美兎委員長と健屋さんと大会前練習！！【にじさんじ/リゼ・ヘルエスタ】,2020-12-17,8372,2h 19m 32s,11125,1439,1.328834209268992,968,53,28,52,190,148,0
5ThZQhKWBuA,【クイズにじオネア】チャンネル登録者数100万人になるんですか！？【にじさんじ/リゼ・ヘルエスタ】,2020-12-15,5328,1h 28m 48s,18187,2917,3.413475975975976,2140,65,39,51,379,243,0
