video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
xczLGYHALbo,【RFA】久しぶりの運動【にじさんじ/レヴィ・エリファ】,2020-12-27,3507,0h 58m 27s,1060,195,0.3022526375819789,157,38,0,0,0,0,0
ewD_TegDtT8,【＃第３回マリカにじさんじ杯】本選ﾀﾞｱｱｱｱｱｱｱ！！【にじさんじ/レヴィ・エリファ】,2020-12-26,3817,1h 3m 37s,1123,213,0.29421011265391667,163,50,0,0,0,0,0
wFM1rtmFxaY,【第３回マリカにじさんじ杯】本選の練習していク＃5【にじさんじ/レヴィ・エリファ】,2020-12-26,6447,1h 47m 27s,493,124,0.07646967581821001,97,27,0,0,0,0,0
h8kxduYAPiY,【第３回マリカにじさんじ杯】本選の練習していク＃4【にじさんじ/レヴィ・エリファ】,2020-12-25,6729,1h 52m 9s,578,173,0.0858968643186209,148,25,0,0,0,0,0
Fax_m83h2i4,【歌枠】クリスマスイブは歌うしかないよネ？？【にじさんじ/レヴィ・エリファ】,2020-12-24,5113,1h 25m 13s,3109,435,0.6080578916487385,338,97,0,0,0,0,0
DvNANdKSWGo,【第３回マリカにじさんじ杯】本選の練習していク＃２【にじさんじ/レヴィ・エリファ】,2020-12-24,12514,3h 28m 34s,1612,199,0.12881572638644717,161,38,0,0,0,0,0
z5aoB4Q8lF0,【第３回マリカにじさんじ杯】本選の練習していク【にじさんじ/レヴィ・エリファ】,2020-12-21,7156,1h 59m 16s,969,162,0.1354108440469536,118,44,0,0,0,0,0
yAOgJVCSQOo,【第３回マリカにじさんじ杯】マリカ大会ちかすギ！！【にじさんじ/レヴィ・エリファ】,2020-12-19,7118,1h 58m 38s,529,97,0.07431862882832256,59,38,0,0,0,0,0
gHf8xVyjVa0,【歌枠】1時間だけ歌枠！【にじさんじ/レヴィ・エリファ】,2020-12-18,5691,1h 34m 51s,1638,313,0.2878228782287823,217,96,0,0,0,0,0
JGgQa7iMgNc,【第３回マリカにじさんじ杯練習】大会直前！最下位になったらその度に歌うマリカ【にじさんじ/レヴィ・エリファ】,2020-12-19,5970,1h 39m 30s,836,244,0.14003350083752095,210,34,0,0,0,0,0
Kz6ZeTk2Cls,【＃第３回マリカにじさんじ杯練習】予選大会Ｄグループ【にじさんじ/レヴィ・エリファ】,2020-12-19,3321,0h 55m 21s,1059,263,0.3188798554652213,205,58,0,0,0,0,0
9YgdMMsuL48,【第３回マリカにじさんじ杯練習】ギャルが喋りながらすルマリカ練習【にじさんじ/レヴィ・エリファ】,2020-12-17,4822,1h 20m 22s,1508,288,0.3127333056822895,264,12,0,2,10,0,0
N7KCMeSBz3U,【第３回マリカにじさんじ杯】ヒソヒソ声で練習していク【にじさんじ/レヴィ・エリファ】,2020-12-15,10828,3h 0m 28s,1969,312,0.18184336904322126,261,14,0,3,34,0,0
iMP1up-pyio,【第３回マリカにじさんじ杯】みんなで練習ﾀﾞｱｱｱ！！【にじさんじ/レヴィ・エリファ】,2020-12-12,5343,1h 29m 3s,690,151,0.1291409320606401,105,6,1,4,35,0,0
eR-w_Gi_5nE,【第３回マリカにじさんじ杯】深夜のするゾウ🐘【にじさんじ/レヴィ・エリファ】,2020-12-12,6831,1h 53m 51s,1276,208,0.18679549114331723,175,10,0,3,20,0,0
k1V3521Gb38,【マイクラ】羽生蛇村の周り、赤くしちゃオ！！！その２【にじさんじ/レヴィ・エリファ】,2020-12-08,14385,3h 59m 45s,2610,326,0.18143899895724713,272,2,3,5,44,0,0
Il2-ud8MWyU,【マイクラ】羽生蛇村の周り、赤くしちゃオ！！！【にじさんじ/レヴィ・エリファ】,2020-12-06,5316,1h 28m 36s,1032,200,0.19413092550790068,167,3,0,3,27,0,0
