video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
6HlEm1p4wA8,【晩酌雑談/chit-chat】年末の夜だしお酒飲んじゃお【にじさんじ/夢追翔】,2020-12-30,7693,2h 8m 13s,8470,875,1.1010009099181073,622,17,11,116,87,22,0
hZkTvKnb8M4,【リングフィットアドベンチャー】2020年やり残したこと？プランクでしょ【にじさんじ/夢追翔】Ring Fit Adventure,2020-12-28,4841,1h 20m 41s,3111,434,0.6426358190456517,300,11,10,60,42,11,0
KoIgJ5Nx4n4,クリスマスソング / back number (Covered by 夢追翔)【歌ってみた】【にじさんじ】,2020-12-25,466,0h 7m 46s,993,314,2.130901287553648,194,7,5,67,34,7,0
qrryKYW3PGA,【雑談/chit-chat】外気、確実に人類を仕留めに来てるよな【にじさんじ/夢追翔】,2020-12-23,3804,1h 3m 24s,4248,658,1.1167192429022081,448,16,12,108,57,17,0
eUBi80MXDeA,UNION / OxT (Covered by 夢追翔)【歌ってみた】【にじさんじ】,2020-12-21,351,0h 5m 51s,622,230,1.772079772079772,124,8,5,58,27,8,0
aLLGEVpRQTU,【マリオカート8DX】#マリカにじさんじ杯 予選Cリーグ夢追視点【にじさんじ/夢追翔】,2020-12-19,3993,1h 6m 33s,2979,616,0.7460555972952667,435,15,8,83,63,12,0
_7c0qIC_d9w,【Lenovo】神と猫と袖無し男のChromebookプレゼン対決！【にじさんじ/フミ/文野環/夢追翔】,2020-12-17,3830,1h 3m 50s,7185,749,1.8759791122715406,624,4,9,58,49,5,0
UN_luor-1rY,【男性が原キーで】たぶん / YOASOBI (Covered by 夢追翔)【歌ってみた】【にじさんじ】,2020-12-16,386,0h 6m 26s,731,245,1.8937823834196892,137,9,6,34,52,7,0
UOLUwBKgrjA,【作業配信？】1時間ずっと鼻歌【にじさんじ/夢追翔/humming &amp; working stream】,2020-12-15,5326,1h 28m 46s,4062,467,0.7626736763049192,312,13,8,31,95,8,0
XEBHrzUxZmI,【#夢追ボーカルへの道】第2回 課題曲：OxT「UNION」（2週目）【にじさんじ/夢追翔】,2020-12-11,8992,2h 29m 52s,2443,393,0.2716859430604982,226,16,4,24,113,10,0
c2HE-l4YEbU,【雑談/chit-chat】歌う男、どうやら12月も喋るらしい【にじさんじ/夢追翔】,2020-12-09,3978,1h 6m 18s,5653,706,1.4210658622423329,490,19,11,25,150,11,0
iObuKusp5WM,【リングフィットアドベンチャー】ねっっっっっっっっっっっむいから運動【にじさんじ/夢追翔】Ring Fit Adventure,2020-12-07,4807,1h 20m 7s,3929,498,0.8173496983565633,319,15,21,14,120,9,0
oyD227oJmzI,夢追翔 MV「僕のあたまから出ていけ」（Kakeru Yumeoi - Get Out Of My Head),2020-12-03,418,0h 6m 58s,973,374,2.327751196172249,226,8,14,16,99,11,0
yBfe789rnxU,【作業配信/Working Stream】ドーナツ食べたくて配信してるみたいなとこある【にじさんじ/夢追翔】,2020-12-03,14668,4h 4m 28s,8833,1053,0.6021952549768202,821,20,27,16,148,21,0
