video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
SyiZD22NVeY,【Minecraft】とこまちのんびりマイクラ！【戌亥とこ/星街すいせい】,2020-12-30,3778,1h 2m 58s,4803,757,1.2713075701429328,262,42,30,136,202,85,0
IxsSSMJYcMU,「Holy Angel&#39;s Carol」プレミア公開同時視聴【戌亥とこ × 星街すいせい】,2020-12-25,1854,0h 30m 54s,3026,693,1.6321467098166127,321,50,31,98,122,71,0
m-demdSHuYI,fine「Holy Angel&#39;s Carol」/ 戌亥とこ × 星街すいせい(Cover),2020-12-25,341,0h 5m 41s,1279,518,3.7507331378299122,234,35,29,69,96,55,0
hd40Mo5dM-Q,【あつまれ　どうぶつの森】まめつぶに久しぶりに会えるあぶ森　＃１７【戌亥とこ/にじさんじ】,2020-12-25,6191,1h 43m 11s,4298,871,0.6942335648522048,513,49,25,85,133,66,0
V0YqpmuBj9g,【あつまれ　どうぶつの森】リリィ！起きてる！？！？！？！　＃１６【戌亥とこ/にじさんじ】,2020-12-25,5608,1h 33m 28s,5318,943,0.9482881597717546,483,63,34,115,172,76,0
NZxx7vqhwpg,【ヴァルキリーコネクト】にじさんじ×ヴァルコネ！戌亥とンジュをゲットせよ！【戌亥とこ/アンジュ・カトリーナ】,2020-12-24,6353,1h 45m 53s,9998,1447,1.5737446875491894,930,64,44,115,194,100,0
94w8N1nVHOE,【あつまれ　どうぶつの森】たぬきち、待っててくれ…　＃１５【戌亥とこ/にじさんじ】,2020-12-21,10535,2h 55m 35s,9029,1394,0.8570479354532511,827,80,39,151,216,81,0
u-ZvuA3tHpo,【あつまれ　どうぶつの森】ただいまおれの島！！！！！！！！　＃１４【戌亥とこ/にじさんじ】,2020-12-19,7042,1h 57m 22s,9493,1501,1.3480545299630786,801,77,58,183,261,121,0
4V88n-WS3Pw,【雑談】ましまろ読みと、このまえの続きと【戌亥とこ/にじさんじ】,2020-12-17,6211,1h 43m 31s,8309,1138,1.3377877958460795,452,84,49,153,287,113,0
qJ3bjvHXIS4,【雑談】スパチャ読みと、ましまろちょっと食べる【戌亥とこ/にじさんじ】,2020-12-14,6023,1h 40m 23s,10522,1756,1.7469699485306325,1015,86,52,72,400,131,0
i8UbpU6wf1U,【ライブ振り返り】who i amの感想や裏話【戌亥とこ/にじさんじ】,2020-12-12,5118,1h 25m 18s,14417,1653,2.8169206721375537,807,106,65,83,453,139,0
XnFycSMRSxE,【超速雑談】緊張というよりはいまは一周まわって現実味ない【戌亥とこ/にじさんじ】,2020-12-08,3696,1h 1m 36s,10317,1657,2.791396103896104,866,81,59,42,493,116,0
k-rQPb64YIk,【雑談】ライブまでの時間、とてもそわそわする。【戌亥とこ/にじさんじ】,2020-12-06,6114,1h 41m 54s,16451,1820,2.690709846254498,951,103,61,53,512,140,0
