video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
0d0AvkHCyLg,【原神/Genshin】今年最後の週一コント、ボス戦！【にじさんじ/鷹宮リオン】,2020-12-31,5075,1h 24m 35s,2292,578,0.4516256157635468,496,12,6,19,14,26,5
X-fww1f1pRg,【今年の振り返り】2020最後の鷹宮株主総会【にじさんじ/鷹宮リオン】,2020-12-30,6019,1h 40m 19s,2586,478,0.4296394749958465,312,21,11,30,37,56,11
Aa7dLN1p-Iw,【雑談】昼活成功の世界線【にじさんじ/鷹宮リオン】,2020-12-30,7164,1h 59m 24s,2849,631,0.39768285873813514,486,24,11,27,29,46,8
XdIJgS3Uyiw,【#鷹宮にじ3D捜索RTA】Part2 いよいよお披露目へ！？乞うご期待！（現在まだ発見されていません）【にじさんじ/鷹宮リオン】,2020-12-28,9942,2h 45m 42s,4697,1073,0.4724401528867431,863,25,13,32,53,76,11
Mo-UJuZ1lRI,【#鷹宮にじ3D捜索RTA】年越すまでに見つけたいにじ3D【にじさんじ/鷹宮リオン】,2020-12-28,42393,11h 46m 33s,20131,3007,0.4748661335597858,2718,34,20,45,75,98,17
kDGHrmpvbgk,【#有馬記念】最低掛け金1０万円；；雪辱の対決、最後に勝てば負けてない！【にじさんじ/鷹宮リオン】,2020-12-27,3560,0h 59m 20s,3438,1366,0.9657303370786516,1207,12,14,28,35,57,13
XuX_xn-8zUg,【原神/Genshin】週一コント、ボス戦！任務もやる！【にじさんじ/鷹宮リオン】,2020-12-26,13573,3h 46m 13s,6082,981,0.44809548368083696,873,17,10,13,23,40,5
Q03P8egBrPw,【雑談】朝活成功の世界線【にじさんじ/鷹宮リオン】,2020-12-26,6180,1h 43m 0s,3081,510,0.49854368932038834,391,14,11,18,31,37,8
rXsGwUG0zDU,でびリオンラジオ！クリスマス！【にじさんじ/鷹宮リオン】,2020-12-24,3787,1h 3m 7s,2807,462,0.7412199630314233,375,5,6,11,20,40,5
A8IDtVnssB4,【原神/Genshin】新パッチ1.2　新ワールド突入！【にじさんじ/鷹宮リオン】,2020-12-23,10455,2h 54m 15s,3723,732,0.35609756097560974,637,14,13,11,19,34,4
