video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
IUJguvZYyYA,【振り返り雑談】2020年を振り返る【にじさんじ/桜凛月】,2020-12-31,6918,1h 55m 18s,2325,232,0.3360797918473547,83,5,5,41,31,66,1
xmHpdNjlLRs,【minecraft】サンプル捕獲大作戦 パンダ篇 part2   #328【にじさんじ/桜凛月】,2020-12-29,7382,2h 3m 2s,1941,232,0.26293687347602274,138,4,3,23,23,40,1
byyexRLXScg,【minecraft】サンプル捕獲大作戦 パンダ篇    #327【にじさんじ/桜凛月】,2020-12-28,7501,2h 5m 1s,2057,272,0.2742301026529796,159,3,4,34,19,52,1
0qnP2FTITXc,【お料理】圧力鍋でロールキャベツを作る【にじさんじ/桜凛月】,2020-12-26,10056,2h 47m 36s,2731,279,0.27157915672235483,182,3,4,25,23,42,0
OkcK7xjqxEg,【minecraft】姉妹でクリスマス観光!    #326【にじさんじ/桜凛月】,2020-12-25,5384,1h 29m 44s,1927,260,0.35791233283803864,169,5,2,26,21,36,1
1cV55lj-2SA,【ASMR雑談】クリスマスパーティー【にじさんじ/桜凛月】,2020-12-24,5686,1h 34m 46s,2174,198,0.3823425958494548,91,6,1,30,26,43,1
l2L_G_bl2PE,【minecraft】サンプル捕獲大作戦!!  part6  #325【にじさんじ/桜凛月】,2020-12-23,4998,1h 23m 18s,1269,208,0.2539015606242497,120,6,4,24,20,33,1
j7_tzm6oyxc,【アストロシティミニ】おうちでゲーセン【にじさんじ/桜凛月】,2020-12-22,4531,1h 15m 31s,1668,221,0.3681306554844405,122,4,1,26,21,46,1
AX6F4X0poTE,【minecraft】クリスマスの準備をするよ  #324【にじさんじ/桜凛月】,2020-12-21,11326,3h 8m 46s,2495,263,0.2202895991523927,162,3,2,34,21,40,1
U_B5Dh_-c2I,【マリオカート8デラックス】予選Gリーグ 桜視点【にじさんじ/桜凛月】,2020-12-19,4763,1h 19m 23s,2067,384,0.4339701868570229,270,3,5,35,19,51,1
8BGBerFIf_w,【マリオカート8デラックス】大会前最終調整！【にじさんじ/桜凛月】,2020-12-18,4845,1h 20m 45s,1021,165,0.2107327141382869,76,5,4,24,16,39,1
mQ4WLfFDjpk,【minecraft】生物捕獲大作戦!!  part5  #323【にじさんじ/桜凛月】,2020-12-18,8207,2h 16m 47s,1329,215,0.16193493359327404,153,6,3,16,14,23,0
V2MaK2_o02o,【歌ってみた】 hikari 【にじさんじ / 桜凛月】(cover),2020-12-17,341,0h 5m 41s,527,146,1.5454545454545454,60,2,3,18,26,36,1
IrBkJNhvAS8,【minecraft】生物捕獲大作戦!!  part4  #322【にじさんじ/桜凛月】,2020-12-17,11607,3h 13m 27s,1884,296,0.16231584388730938,229,6,2,13,21,25,0
BmcPRKUUPww,【マリオカート8デラックス】特訓！コース覚える【にじさんじ/桜凛月】,2020-12-16,5764,1h 36m 4s,1793,177,0.3110687022900763,82,6,5,15,27,42,0
yecUEF9g6Sw,【マリオカート8デラックス】視聴者参加型！特訓！【にじさんじ/桜凛月】,2020-12-15,4987,1h 23m 7s,3139,265,0.6294365349909765,149,8,8,13,37,50,0
ySG8FtvQUT0,【マリオカート8デラックス】大会練習!!【にじさんじ/桜凛月】,2020-12-14,5094,1h 24m 54s,2780,261,0.5457400863761288,153,6,9,13,34,46,0
apj3MFStbww,【お料理】圧力鍋でビーフシチュー作る【にじさんじ/桜凛月】,2020-12-12,9608,2h 40m 8s,5220,449,0.5432972522897586,314,7,9,16,52,51,0
Io0lghtM_K8,【minecraft】生物捕獲大作戦!!  part3  #321【にじさんじ/桜凛月】,2020-12-11,9034,2h 30m 34s,5273,404,0.5836838609696702,280,5,13,9,45,52,0
Sn_upzWmkdo,【minecraft】生物捕獲大作戦!!  part2  #320【にじさんじ/桜凛月】,2020-12-11,6884,1h 54m 44s,1832,225,0.2661243463102847,170,1,7,5,21,21,0
HjLEXOjKC1s,【APEX】朝活えーぺっくす！【にじさんじ/桜凛月】,2020-12-10,6796,1h 53m 16s,1682,202,0.24749852854620366,136,3,5,4,26,28,0
knbcTULi6-4,【minecraft】生物捕獲大作戦!!   #319【にじさんじ/桜凛月】,2020-12-08,10203,2h 50m 3s,2872,338,0.28148583749877487,261,2,9,5,33,28,0
v_f6tGYoUeQ,【minecraft】博物館 生物集め   #318【にじさんじ/桜凛月】,2020-12-07,5647,1h 34m 7s,3879,395,0.6869134053479724,274,5,16,9,46,45,0
97w7u-fkB1o,【minecraft】マイクラ腕試し ～予選Ａ組～   #317【にじさんじ/桜凛月】,2020-12-05,15822,4h 23m 42s,10422,368,0.658703071672355,222,5,19,7,59,56,0
5ZOhox-NHTs,【minecraft】～でろーん先輩と下見に行くよ～   #316【にじさんじ/桜凛月】,2020-12-04,4263,1h 11m 3s,2998,261,0.7032606145906638,162,3,14,7,32,43,0
-RvlZF5FjSw,【歌枠】楽しんで歌いたい 🌸✨【にじさんじ/桜凛月】,2020-12-03,4655,1h 17m 35s,4013,316,0.8620837808807733,175,7,22,8,56,48,0
pR-_tzDWdus,【英語の勉強】ENGLISH LESSON!! #4【にじさんじ/桜凛月】,2020-12-02,4228,1h 10m 28s,2987,212,0.706480605487228,118,5,12,4,36,37,0
WWJqiXveA9Y,【ピクミン3】お供を連れて旅にでる #1【にじさんじ/桜凛月】,2020-12-01,4563,1h 16m 3s,2391,163,0.5239973701512163,75,5,12,6,24,41,0
