video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
iiH09_jnwYw,2020年最後の剣持刀也,2020-12-31,11621,3h 13m 41s,10282,2316,0.8847775578693744,2316,0,0,0,0,0,0
9DQwm-WA40k,【第３回マリカにじさんじ杯 決勝】剣持視点【最終決戦】,2020-12-26,1769,0h 29m 29s,1251,791,0.7071791972866026,791,0,0,0,0,0,0
BIOCAXqWH4o,【第３回マリカにじさんじ杯 準決勝】剣持視点【全員強者】,2020-12-26,1737,0h 28m 57s,1714,963,0.9867587795048935,963,0,0,0,0,0,0
lj7IV_2UaP8,【第３回マリカにじさんじ杯 準々決勝】剣持視点【魔のBリーグ】,2020-12-26,1514,0h 25m 14s,1396,839,0.9220607661822986,839,0,0,0,0,0,0
DRIy2A3RGMA,とうぴークリスマス2020,2020-12-25,3490,0h 58m 10s,3433,1448,0.9836676217765044,1448,0,0,0,0,0,0
8kI4Gj4v9lI,【第３回マリカにじさんじ杯】本選リーグ抽選会,2020-12-23,3459,0h 57m 39s,3428,1912,0.9910378722174039,1912,0,0,0,0,0,0
Qz7P2JtzYzU,【第3回マリカにじさんじ杯】ハピトリ練習会【剣持視点】,2020-12-22,4469,1h 14m 29s,3939,1368,0.8814052360707093,1368,0,0,0,0,0,0
kiGVvGErvH4,【第３回マリカにじさんじ杯】剣持視点【僕はハッピートリガー】,2020-12-19,3446,0h 57m 26s,3470,1829,1.0069645966337784,1829,0,0,0,0,0,0
5mHY6css7-g,【第３回マリカにじさんじ杯】説明＆抽選会,2020-12-12,7965,2h 12m 45s,25615,6029,3.2159447583176397,6029,0,0,0,0,0,0
OjqVkOnjENQ,伝説のイベント【虚空集会】について語ろうぜ,2020-12-11,3686,1h 1m 26s,10021,2167,2.718665219750407,2167,0,0,0,0,0,0
YT3OodK86bI,【報告】ご報告します(伝達)【伝えたい】,2020-12-03,3281,0h 54m 41s,11615,3416,3.5400792441328863,3416,0,0,0,0,0,0
