video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
jNDW5vzmbXQ,【2020年振り返り配信】【マイクラ】地獄の厄介ガチ恋日記執筆配信【長尾景/にじさんじ】,2020-12-31,14209,3h 56m 49s,11214,1348,0.7892181012034626,1159,58,17,114,0,0,0
YFQUxBiHzLE,【＃桜魔コミックアテレコ / VΔLZ】『コンビニ』【マンガ動画】,2020-12-30,297,0h 4m 57s,887,337,2.9865319865319866,248,16,9,64,0,0,0
VjZsSRYN5eA,【Apex legends】チームボクシング部指始動！！！【長尾景/にじさんじ】,2020-12-29,14012,3h 53m 32s,2192,375,0.15643733942335142,291,14,9,61,0,0,0
-Im2CTHI0CA,【マイクラ】にじ鯖観光＆雑談！！【長尾景/にじさんじ】,2020-12-28,9495,2h 38m 15s,5794,954,0.6102159031068983,797,40,18,99,0,0,0
hx1hbcVB3uc,【マリオカート8DX】【#マリカにじさんじ杯】準決勝！！【長尾景/にじさんじ】,2020-12-26,2166,0h 36m 6s,1996,801,0.9215143120960295,631,33,21,116,0,0,0
VvnUpkf0Myw,【マリオカート8DX】【#マリカにじさんじ杯】本戦Cグループ！！【長尾景/にじさんじ】,2020-12-26,2125,0h 35m 25s,2186,799,1.0287058823529411,637,29,16,117,0,0,0
5Tz9Umvsp2w,【歌枠】クリスマス歌枠！！！【長尾景/にじさんじ】,2020-12-25,3157,0h 52m 37s,2565,406,0.8124802027241051,246,33,19,108,0,0,0
IQu7IPjkXkQ,【マリオカート8DX】最終調整！！！【長尾景/にじさんじ】,2020-12-25,10279,2h 51m 19s,4531,668,0.4408016344002335,563,23,13,69,0,0,0
sPlWpFIbyiE,【マリオカート8DX】対人戦まで行きたい【長尾景/にじさんじ】,2020-12-22,11188,3h 6m 28s,7307,931,0.6531104755094744,774,39,18,100,0,0,0
ZwVOX8GEtM8,【#マリカにじさんじ杯】【#フ景罪】フミ様「明日12時スタジオ取ったから」【長尾景/フミ/にじさんじ】,2020-12-22,10649,2h 57m 29s,6267,1411,0.5885059630012208,1309,23,11,68,0,0,0
xJDeii-c13w,【マリオカート8DX】着ドリを極める2【長尾景/にじさんじ】,2020-12-21,8378,2h 19m 38s,4994,709,0.5960849844831702,566,37,17,89,0,0,0
