video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
U4d7XNByIEM,【ジャンプキング】年越しジャンプｯｯ…！！今年もありがとおおおおおおお！！【鈴原るる/にじさんじ】,2020-12-31,41569,11h 32m 49s,48361,3603,1.16339098847699,2864,59,25,154,234,267,0
vDOCzmZNwe8,【桃鉄】一位とりたいｯｯ…！！！！【鈴原るる/にじさんじ】,2020-12-28,27472,7h 37m 52s,42828,1815,1.5589691322073385,1311,32,14,99,175,184,0
C_S3zafsUOE,【弾き語り】ギター初心者でも気持ちはつよくｯ…！！！！【鈴原るる/にじさんじ】,2020-12-26,15907,4h 25m 7s,27808,2826,1.7481611868988496,2217,73,13,130,209,184,0
tyMCA2UxZxs,【花子さんができなかったので】急遽ホラー雑談するる…【鈴原るる/にじさんじ】,2020-12-25,8590,2h 23m 10s,14414,1488,1.677997671711292,995,41,9,96,168,179,0
8zpb_llk1ds,【The Park】ホラーナイト第一夜…、素敵な遊園地ｯ！！【鈴原るる/にじさんじ】,2020-12-24,7974,2h 12m 54s,14676,1276,1.8404815650865312,857,31,8,76,153,151,0
6hXu3WSe8mI,【ケーキとかお酒とか…】クリスマスホラーナイト開幕ｯ…！！！！【鈴原るる/にじさんじ】,2020-12-24,4176,1h 9m 36s,8330,1191,1.9947318007662835,716,29,12,103,166,165,0
Fz0pdrxAVwU,【アストロシティミニ】ひゃっはー！！いっぱい遊ぶぜｯｯ…！！！！【鈴原るる/にじさんじ】,2020-12-23,16528,4h 35m 28s,28656,1638,1.73378509196515,1145,34,10,109,163,177,0
h0Tyl5j60QY,【お料理】作って喋って食べる、食べるｯｯ…！！！！【鈴原るる/にじさんじ】,2020-12-21,4385,1h 13m 5s,14108,1855,3.21733181299886,1246,42,12,134,200,221,0
iRgyLWDAvaY,【「地獄少女宵伽」同時視聴】人を呪わば穴二つ・・・【トークパート】,2020-12-20,703,0h 11m 43s,935,303,1.330014224751067,111,5,1,54,61,71,0
eEMSCXosugA,【フォールガイズ】新しいステージやってみたいｯｯ…！！！！【鈴原るる/にじさんじ】,2020-12-17,8140,2h 15m 40s,15995,1071,1.964987714987715,670,26,10,84,136,145,0
vx3DVMfsmbc,【バランスさがし】何事も、バランスが大事ｯｯ…！！！！【鈴原るる/にじさんじ】,2020-12-16,12744,3h 32m 24s,23673,1672,1.8575800376647835,1177,38,7,69,206,175,0
ag7n8O5R_SU,【Thief Simulator】また、転職しました。。今度は泥棒だｯｯ！！！！【鈴原るる/にじさんじ】,2020-12-13,14045,3h 54m 5s,27442,1722,1.9538625845496618,1228,39,12,55,213,175,0
gCnAqC9P0BQ,【Good Job】クリアするまで破壊するのをやめないｯｯ！！！！【鈴原るる/にじさんじ】,2020-12-12,4218,1h 10m 18s,11572,1149,2.7434803224276907,712,29,6,53,189,160,0
7-xtS_-qyFo,【SEKIRO】リベンジマッチ！！必ず倒すｯ！！！【鈴原るる/にじさんじ】,2020-12-10,5394,1h 29m 54s,12003,1117,2.225250278086763,695,22,9,39,200,152,0
raCfyjAYtro,【Good Job】このビルのてっぺんに立つｯｯ！！！！【鈴原るる/にじさんじ】,2020-12-09,14209,3h 56m 49s,29378,1731,2.067562812302062,1256,27,14,48,232,154,0
-Efb0yYQ63I,【SEKIRO】アップデートされたのでちょっと腕試しｯ！！【鈴原るる/にじさんじ】,2020-12-06,12679,3h 31m 19s,26877,1886,2.119804400977995,1373,18,14,42,258,181,0
Sj1N_YSAQ9Q,【ぷよぷよテトリス】ぷよぷよVSテトリスVS鈴原！！！！【鈴原るる/にじさんじ】,2020-12-04,8249,2h 17m 29s,17426,1350,2.112498484664808,957,19,12,43,175,144,0
C7Rlbdniu24,【Good Job】鈴原！就職するｯｯ！！！！【鈴原るる/にじさんじ】,2020-12-03,16748,4h 39m 8s,37481,2475,2.2379388583711486,1943,29,17,53,268,165,0
