video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
7jVj0gcvGm0,【#シャルドラ】シャルドラマイクラ共同生活！！#06　年末すぺしゃる！【にじさんじ/ドーラ】,2020-12-30,12376,3h 26m 16s,1887,177,0.15247252747252749,86,4,3,7,10,67,0
kfhDhQuafKM,【アークナイツ-明日方舟-】限定☆6オペレーター「W」完全凸！！【にじさんじ/ドーラ】,2020-12-30,9677,2h 41m 17s,5873,1323,0.6069029657951844,1205,12,9,14,12,71,0
_a40FiNk-Bw,【桃太郎電鉄】2020年最後のわちゃわちゃ？！名前決まってないこらぼ【にじさんじ/ドーラ シスター・クレア える 花畑チャイカ】,2020-12-29,9064,2h 31m 4s,9154,1921,1.0099293909973521,1753,6,4,22,33,103,0
ihimnFEiWXA,【雀魂】深夜の「何も考えない」麻雀【にじさんじ/ドーラ】,2020-12-28,8156,2h 15m 56s,3582,595,0.4391858754291319,418,13,5,26,25,108,0
rCxzARVC_ow,【デス・ストランディング：#07】げーむ下手なドレイクが配達人になる世界線【にじさんじ/ドーラ】,2020-12-27,23108,6h 25m 8s,6302,590,0.2727194045352259,449,11,4,14,18,94,0
DgWhoxkYbbI,【アークナイツ-明日方舟-】#闇夜に生きる　DM-MO-1　殲滅作戦攻略【にじさんじ/ドーラ】,2020-12-26,8847,2h 27m 27s,3499,507,0.39550129987566407,425,4,3,7,18,50,0
4Ip8Cjgdcfg,【おうた】ふゆっぽい歌を歌いたい2020年最後の土曜日【にじさんじ/ドーラ】,2020-12-26,7070,1h 57m 50s,2598,511,0.3674681753889675,292,18,10,38,46,107,0
dRbOg8smFq4,【めりくりしちゅ－！】クリスマスに自炊を頑張るドレイク シチュー編【にじさんじ/ドーラ】,2020-12-24,8726,2h 25m 26s,3199,499,0.36660554664221867,253,16,6,26,53,145,0
bGuCK_AM984,【アークナイツ-明日方舟-】#闇夜に生きる　EX攻略【にじさんじ/ドーラ】,2020-12-18,13716,3h 48m 36s,3310,435,0.24132400116652086,338,8,3,10,15,61,0
laL5R00ytCM,【おひるごはん！】いっしょにたべようお昼ごはん　ケンタッキー編【にじさんじ/ドーラ】,2020-12-12,5383,1h 29m 43s,4592,850,0.8530559167750326,632,21,8,13,63,113,0
SziYukyI25k,【アークナイツ-明日方舟-】新イベント闇夜に生きる【にじさんじ/ドーラ】,2020-12-11,13592,3h 46m 32s,4185,459,0.3079017068864038,350,14,1,5,28,61,0
ydXjRJcZudY,【おうた】げりらうた【にじさんじ/ドーラ】,2020-12-07,12314,3h 25m 14s,12113,1283,0.9836771154783174,931,39,14,6,126,167,0
