video_id,title,date,duration,duration_hms,num_comments,num_accounts,cps,num_members0,num_members1,num_members2,num_members3,num_members4,num_members5,num_members6
GZkjFvDaj1M,【Minecraft】今年最後の深夜マイクラ【にじさんじ鯖】,2020-12-31,8891,2h 28m 11s,2624,502,0.2951299066471713,415,4,6,19,58,0,0
rZHlSF41mfA,【雀魂】銅から脱出したい【ベルモンド・バンデラス/にじさんじ】,2020-12-29,40180,11h 9m 40s,13371,1536,0.3327775012444002,1416,7,9,19,85,0,0
Yg7mNuD498I,【Minecraft】進捗ゼロの執筆開始【にじさんじ鯖】,2020-12-28,7571,2h 6m 11s,3282,591,0.4334962356359794,526,3,6,12,44,0,0
2y_W_47Bo4E,【Minecraft】運が欲しいからダイヤ掘りに行くわ【にじさんじ鯖】,2020-12-27,10865,3h 1m 5s,4420,807,0.4068108605614358,711,5,9,25,57,0,0
6py01x-CbU0,【＃マリカにじさんじ杯】JKの配信！！はあい物述有栖よォ！”！！【にじさんじ/ベルモンド・バンデラス】,2020-12-26,2555,0h 42m 35s,1475,572,0.5772994129158513,505,0,4,13,50,0,0
YawxCY9xiek,【#にじさんじアベンジャーズ祭り】スパイダーマン ホームカミングをみんなで見よう！【同時視聴】,2020-12-22,11204,3h 6m 44s,8397,437,0.7494644769725098,397,1,3,6,30,0,0
SJybBNWTuFI,【＃マリカにじさんじ杯】予選Fリーグ！勝利へ向かって走れ！【にじさんじ/ベルモンド・バンデラス】,2020-12-19,3028,0h 50m 28s,1666,429,0.5501981505944518,346,3,5,10,65,0,0
Ka7NltLL3U0,【＃マリカにじさんじ杯 練習】ウォーミングアップを完璧に！【にじさんじ/ベルモンド・バンデラス】,2020-12-19,6612,1h 50m 12s,999,201,0.15108892921960074,148,2,4,10,37,0,0
uf2SA-_x478,【マリオカート８ DX】・・・お酒飲んでいい？【にじさんじ】,2020-12-18,22609,6h 16m 49s,3776,616,0.1670131363616259,540,2,5,16,46,7,0
qpT4iUV63Ls,【桃太郎電鉄 〜昭和 平成 令和も定番!〜】今度のさくまは3人・・・！もう100年いくぞ！！【ベルモンド・バンデラス/にじさんじ】,2020-12-17,42833,11h 53m 53s,10710,1316,0.25004085634907663,1205,9,11,11,59,21,0
D3GH4dkkiiM,【#にじさんじアベンジャーズ祭り】ガーディアンズ・オブ・ギャラクシー　リミックスをみんなで見よう！【同時視聴】,2020-12-14,9646,2h 40m 46s,11783,414,1.2215426083350611,373,1,1,5,25,9,0
vyTdhI0IE0w,【桃太郎電鉄 〜昭和 平成 令和も定番!〜】91年目～100年目　最強の結末へ【ベルモンド・バンデラス/にじさんじ】,2020-12-13,12323,3h 25m 23s,9253,1127,0.7508723525115637,1033,6,11,10,45,22,0
jPEqHC2nJwc,【cyberpunk2077】義体化！ネオン！夢の未来へ！【ベルモンド・バンデラス/にじさんじ】,2020-12-12,27606,7h 40m 6s,9731,822,0.35249583423893355,706,6,9,6,57,38,0
4WpeaSxLO1A,【＃デラスギア】小ネタいっぱいMGS1実況　切り抜きpart.3【ベルモンド・バンデラス/にじさんじ】,2020-12-07,1302,0h 21m 42s,417,82,0.32027649769585254,62,0,1,2,9,8,0
RygkMohs4xc,【Minecraft】予選A組！！　#マイクラ腕試し_にじさんじ杯 【ベルモンド・バンデラス/にじさんじ】,2020-12-05,15787,4h 23m 7s,18186,986,1.1519604738075633,842,10,14,14,67,39,0
